slsNoSL,slsDate,cstName,itmName,slsQty,uomName_x,slsPrice,slsDisc,slsSubTotal,slsPPN,slsTotal,Brand,uomName_y,Discoint beli (%),Discount Jual (%)
SI202302005312,2023-03-02 00:00:00,SENTRA NIAGA ,SIKA GROUT 215 @25KG,85.0,SAK,188700.0,45.0,8821725.0,874225.0,8821725.0,SIKA,SAK,50,45
SI202302005313,2023-03-02 00:00:00,SENTOSA BANGUNAN,SIKATOP SEAL 107 (A+B) @25KG,20.0,SET,606060.0,45.0,6666660.0,660660.0,6666660.0,SIKA,SET,50,45
SI202302005313,2023-03-02 00:00:00,SENTOSA BANGUNAN,SIKATOP SEAL 107 (A+B) @25KG (FREE),1.0,SET,0.0,0.0,0.0,0.0,0.0,0,0,0,0
SI202302005314,2023-03-02 00:00:00,SINAR JAYA ( PETUKANGAN  ),SIKATOP SEAL 107 (A+B) @25KG,20.0,SET,606060.0,45.0,6666660.0,660660.0,6666660.0,SIKA,SET,50,45
SI202302005314,2023-03-02 00:00:00,SINAR JAYA ( PETUKANGAN  ),SIKATOP SEAL 107 (A+B) @25KG (FREE),1.0,SET,0.0,0.0,0.0,0.0,0.0,0,0,0,0
SI202302005315,2023-03-02 00:00:00,BANGUN MAJU SEJAHTERA ,SIKA COAT PLUS  STONEGREY @20KG,2.0,PAIL,1565100.0,45.0,1721610.0,170610.0,1721610.0,SIKA,PAIL,49,45
SI202302005316,2023-03-02 00:00:00,MUTIARA JAYA,AM 53 - BROWN GINGER @12X1KG,2.0,DUS,191400.0,15.0,325380.0,32244.864864,325380.0,AM,PCS,32.68,15
SI202302005316,2023-03-02 00:00:00,MUTIARA JAYA,AM 53 - GREY SOKA @12X1KG,1.0,DUS,191400.0,15.0,162690.0,16122.432432,162690.0,AM,PCS,32.68,15
SI202302005316,2023-03-02 00:00:00,MUTIARA JAYA,AM 53 - CREAM IXIA @12X1KG,1.0,DUS,191400.0,15.0,162690.0,16122.432432,162690.0,AM,PCS,32.68,15
SI202302005316,2023-03-02 00:00:00,MUTIARA JAYA,AM 53 - WHITE JASMINE @12X1KG,1.0,DUS,191400.0,15.0,162690.0,16122.432432,162690.0,AM,PCS,32.68,15
SI202302005317,2023-03-02 00:00:00,ERA JAYA,SIKACIM CONCRETE ADDITIVE @10X0.9L,1.0,DUS,562770.0,45.0,309523.5,30673.5,309523.5,SIKA,DUS,49,45
SI202302005317,2023-03-02 00:00:00,ERA JAYA,SIKACIM CONCRETE ADDITIVE @5L (FREE),1.0,CAN,0.0,0.0,0.0,0.0,0.0,0,0,0,0
SI202302005317,2023-03-02 00:00:00,ERA JAYA,SIKATOP SEAL 107 (A+B) @25KG,10.0,SET,606060.0,45.0,3333330.0,330330.0,3333330.0,SIKA,SET,50,45
SI202302005317,2023-03-02 00:00:00,ERA JAYA,SIKA GROUT 215 @25KG,3.0,SAK,188700.0,45.0,311355.0,30855.0,311355.0,SIKA,SAK,50,45
SI202302005318,2023-03-02 00:00:00,KARUNIA TERANG,SIKAWALL 181 SKIMCOAT @40KG,30.0,SAK,119000.0,16.3,2988090.0,296117.027027,2988090.0,SIKA,SAK,22.16,16.3
SI202302005320,2023-03-02 00:00:00,CIHUNI JAYA,AM 54 - LIQUID GROUT ADDITIVE @12X330ML,1.0,DUS,331800.0,15.0,282030.0,27948.918918,282030.0,AM,PCS,32.68,15
SI202302005320,2023-03-02 00:00:00,CIHUNI JAYA,AM 53 - BLACK EBONY @12X1KG,1.0,DUS,191400.0,15.0,162690.0,16122.432432,162690.0,AM,PCS,32.68,15
SI202302005320,2023-03-02 00:00:00,CIHUNI JAYA,AM 53 - WHITE JASMINE @12X1KG,1.0,DUS,191400.0,15.0,162690.0,16122.432432,162690.0,AM,PCS,32.68,15
SI202302005321,2023-03-02 00:00:00,KADUSIRUNG JAYA ,SIKATOP SEAL 107 (A+B) @25KG,10.0,SET,606060.0,45.0,3333330.0,330330.0,3333330.0,SIKA,SET,50,45
SI202302005322,2023-03-02 00:00:00,INTI MAKMUR,AM 53 - BLACK EBONY @12X1KG,1.0,DUS,191400.0,15.0,162690.0,16122.432432,162690.0,AM,PCS,32.68,15
SI202302005322,2023-03-02 00:00:00,INTI MAKMUR,AM 53 - GREY SOKA @12X1KG,3.0,DUS,191400.0,15.0,488070.0,48367.297297,488070.0,AM,PCS,32.68,15
SI202302005323,2023-03-02 00:00:00,WIJAYA,SIKACERAM 150 CA-TILEFIX @25KG,15.0,SAK,71000.0,10.0,958500.0,94986.486486,958500.0,SIKA,SAK,16.3,10
SI202302005325,2023-03-02 00:00:00,SUMBER WIJAYA,SIKA TILE GROUT WHITE @25X1KG,4.0,DUS,442900.0,45.0,974380.0,96560.18018,974380.0,SIKA,DUS,49,45
SI202302005327,2023-03-02 00:00:00,SETIA JAYA RAYA,SIKA TOP 107+ @4X4KG ( GALON ),7.0,GALON,194805.0,45.0,749999.25,74324.25,749999.25,SIKA,GALON,49,45
SI202302005327,2023-03-02 00:00:00,SETIA JAYA RAYA,SIKA TOP 107+ @4X4KG (FREE),1.0,GALON,0.0,0.0,0.0,0.0,0.0,0,0,0,0
SI202302005327,2023-03-02 00:00:00,SETIA JAYA RAYA,SIKATOP SEAL 107 (A+B) @25KG,3.0,SET,606060.0,45.0,999999.0,99099.0,999999.0,SIKA,SET,50,45
SI202302005328,2023-03-02 00:00:00,SINAR LESTARI,SIKA GROUT 215 @25KG,10.0,SAK,188700.0,45.0,1037850.0,102850.0,1037850.0,SIKA,SAK,50,45
SI202302005329,2023-03-02 00:00:00,ABADI JAYA (KARAWACI),SIKA GROUT 215 @25KG,20.0,SAK,188700.0,45.0,2075700.0,205700.0,2075700.0,SIKA,SAK,50,45
SI202302005330,2023-03-02 00:00:00,SINAR LESTARI,SIKA GROUT 215 @25KG,15.0,SAK,188700.0,45.0,1556775.0,154275.0,1556775.0,SIKA,SAK,50,45
SI202302005331,2023-03-02 00:00:00,MUTIARA JAYA,SIKATOP SEAL 107 (A+B) @25KG,5.0,SET,606060.0,45.0,1666665.0,165165.0,1666665.0,SIKA,SET,50,45
SI202302005332,2023-03-02 00:00:00,KARUNIA TERANG,SIKATOP SEAL 107 (A+B) @25KG,20.0,SET,606060.0,47.5,6363630.0,630630.0,6363630.0,SIKA,SET,50,45
SI202302005334,2023-03-02 00:00:00,BERKAT MAKMUR JAYA,SIKADUR 20 CRACK SEAL AB @160MLX12,2.0,DUS,1325340.0,45.0,1457874.0,144474.0,1457874.0,SIKA,DUS,49,45
SI202302005335,2023-03-02 00:00:00,MAJU SUKSES,SIKA TILE GROUT CREAM @25X1KG,1.0,DUS,442900.0,45.0,243595.0,24140.045045,243595.0,SIKA,DUS,49,45
SI202302005335,2023-03-02 00:00:00,MAJU SUKSES,SIKA TILE GROUT GREY @25X1KG,1.0,DUS,442900.0,45.0,243595.0,24140.045045,243595.0,SIKA,DUS,49,45
SI202302005336,2023-03-02 00:00:00,SURYA JAYA UTAMA 2,AM 51 - 102 S CREAM @12X1KG,1.0,DUS,395400.0,19.25,319285.5,31640.905405,319285.5,AM,PCS,32.68,15
SI202302005336,2023-03-02 00:00:00,SURYA JAYA UTAMA 2,AM 51 - 3 S DARK GREY @12X1KG,3.0,DUS,395400.0,19.25,957856.5,94922.716216,957856.5,AM,PCS,32.68,15
SI202302005336,2023-03-02 00:00:00,SURYA JAYA UTAMA 2,AM 53 - BLACK EBONY @12X1KG,1.0,DUS,191400.0,19.25,154555.5,15316.31081,154555.5,AM,PCS,32.68,15
SI202302005336,2023-03-02 00:00:00,SURYA JAYA UTAMA 2,AM 53 - GREY SOKA @12X1KG,1.0,DUS,191400.0,19.25,154555.5,15316.31081,154555.5,AM,PCS,32.68,15
SI202302005337,2023-03-02 00:00:00,DUTA BANGUNAN,AM 53 - BROWN GINGER @12X1KG,3.0,DUS,191400.0,19.25,463666.5,45948.932432,463666.5,AM,PCS,32.68,15
SI202302005337,2023-03-02 00:00:00,DUTA BANGUNAN,AM 53 - GREY SOKA @12X1KG,2.0,DUS,191400.0,19.25,309111.0,30632.621621,309111.0,AM,PCS,32.68,15
SI202302005337,2023-03-02 00:00:00,DUTA BANGUNAN,AM 53 - CREAM IXIA @12X1KG,2.0,DUS,191400.0,19.25,309111.0,30632.621621,309111.0,AM,PCS,32.68,15
SI202302005337,2023-03-02 00:00:00,DUTA BANGUNAN,AM 53 - WHITE JASMINE @12X1KG,4.0,DUS,191400.0,19.25,618222.0,61265.243243,618222.0,AM,PCS,32.68,15
SI202302005338,2023-03-02 00:00:00,WANDA PAINTS,SIKA TOP 107+ @4X4KG ( GALON ),21.0,GALON,194805.0,45.0,2249997.75,222972.75,2249997.75,SIKA,GALON,49,45
SI202302005338,2023-03-02 00:00:00,WANDA PAINTS,SIKA TOP 107+ @4X4KG (FREE),3.0,GALON,0.0,0.0,0.0,0.0,0.0,0,0,0,0
SI202302005338,2023-03-02 00:00:00,WANDA PAINTS,SIKALASTIC 590 DECKSEAL GREY @20KG,2.0,PAIL,2246640.0,45.0,2471304.0,244904.0,2471304.0,SIKA,PAIL,49,45
SI202302005338,2023-03-02 00:00:00,WANDA PAINTS,SIKALASTIC 590 DECKSEAL GREY @1KG (FREE),2.0,PCS,0.0,0.0,0.0,0.0,0.0,0,0,0,0
SI202302005339,2023-03-02 00:00:00,VILLA TERUSAN,AM 53 - GREY SOKA @12X1KG,1.0,DUS,191400.0,19.25,154555.5,15316.31081,154555.5,AM,PCS,32.68,15
SI202302005339,2023-03-02 00:00:00,VILLA TERUSAN,AM 53 - GREY ORCHID @12X1KG,1.0,DUS,191400.0,19.25,154555.5,15316.31081,154555.5,AM,PCS,32.68,15
SI202302005339,2023-03-02 00:00:00,VILLA TERUSAN,AM 53 - BLACK EBONY @12X1KG,1.0,DUS,191400.0,19.25,154555.5,15316.31081,154555.5,AM,PCS,32.68,15
SI202302005339,2023-03-02 00:00:00,VILLA TERUSAN,AM 53 - WHITE JASMINE @12X1KG,3.0,DUS,191400.0,19.25,463666.5,45948.932432,463666.5,AM,PCS,32.68,15
SI202302005339,2023-03-02 00:00:00,VILLA TERUSAN,AM 53 - CREAM LOTUS @12X1KG,2.0,DUS,191400.0,19.25,309111.0,30632.621621,309111.0,AM,PCS,32.68,15
SI202302005341,2023-03-02 00:00:00,BUANA SURYA,SIKAMUR 130 THINBED @40KG,30.0,SAK,96000.0,16.3,2410560.0,238884.324324,2410560.0,SIKA,SAK,22.16,16.3
SI202302005342,2023-03-02 00:00:00,TEKUN JAYA,CAIRAN SIKA TOP 107 (A) @5KG,5.0,GALON,563880.0,45.0,1550670.0,153670.0,1550670.0,SIKA,GALON,49,45
SI202302005342,2023-03-02 00:00:00,TEKUN JAYA,SIKATOP SEAL 107 (A+B) @25KG,20.0,SET,606060.0,45.0,6666660.0,660660.0,6666660.0,SIKA,SET,50,45
SI202302005342,2023-03-02 00:00:00,TEKUN JAYA,SIKATOP SEAL 107 (A+B) @25KG (FREE),1.0,SET,0.0,0.0,0.0,0.0,0.0,0,0,0,0
SI202302005344,2023-03-02 00:00:00,CAHAYA PAMULANG,SIKA TOP 107+ @4X4KG ( GALON ),7.0,GALON,194805.0,45.0,749999.25,74324.25,749999.25,SIKA,GALON,49,45
SI202302005344,2023-03-02 00:00:00,CAHAYA PAMULANG,SIKA TOP 107+ @4X4KG (FREE),1.0,GALON,0.0,0.0,0.0,0.0,0.0,0,0,0,0
SI202302005345,2023-03-02 00:00:00,MEKAR JAYA ABADI,SIKATOP SEAL 107 (A+B) @25KG,3.0,SET,606060.0,45.0,999999.0,99099.0,999999.0,SIKA,SET,50,45
SI202302005346,2023-03-02 00:00:00,SUMBER MAKMUR JAYA GUDANG,SIKA GROUT 215 @25KG,20.0,SAK,188700.0,45.0,2075700.0,205700.0,2075700.0,SIKA,SAK,50,45
SI202302005347,2023-03-02 00:00:00,WIJAYA,SIKACERAM 150 CA-TILEFIX @25KG,20.0,SAK,71000.0,10.0,1278000.0,126648.648648,1278000.0,SIKA,SAK,16.3,10
SI202302005349,2023-03-02 00:00:00,BERKAT JAYA,SIKATOP SEAL 107 (A+B) @25KG (FREE),1.0,SET,0.0,0.0,0.0,0.0,0.0,0,0,0,0
SI202302005349,2023-03-02 00:00:00,BERKAT JAYA,SIKATOP SEAL 107 (A+B) @25KG,50.0,SET,606060.0,47.5,15909075.0,1576575.0,15909075.0,SIKA,SET,50,45
SI202302005351,2023-03-02 00:00:00,BUMI INDAH (JOGLO),SIKATOP SEAL 107 (A+B) @25KG,20.0,SET,606060.0,45.0,6666660.0,660660.0,6666660.0,SIKA,SET,50,45
SI202302005351,2023-03-02 00:00:00,BUMI INDAH (JOGLO),SIKATOP SEAL 107 (A+B) @25KG (FREE),1.0,SET,0.0,0.0,0.0,0.0,0.0,0,0,0,0
SI202302005352,2023-03-02 00:00:00,BERKAH ABADI PAGEDANGAN,SIKATOP SEAL 107 (A+B) @25KG,10.0,SET,606060.0,45.0,3333330.0,330330.0,3333330.0,SIKA,SET,50,45
SI202302005352,2023-03-02 00:00:00,BERKAH ABADI PAGEDANGAN,SIKA TOP 107+ @4X4KG ( GALON ),7.0,GALON,194805.0,45.0,749999.25,74324.25,749999.25,SIKA,GALON,49,45
SI202302005352,2023-03-02 00:00:00,BERKAH ABADI PAGEDANGAN,SIKA TOP 107+ @4X4KG (FREE),1.0,GALON,0.0,0.0,0.0,0.0,0.0,0,0,0,0
SI202302005353,2023-03-02 00:00:00,ABADI JAYA (KARAWACI),AM 53 - WHITE JASMINE @12X1KG,2.0,DUS,191400.0,15.0,325380.0,32244.864864,325380.0,AM,PCS,32.68,15
SI202302005353,2023-03-02 00:00:00,ABADI JAYA (KARAWACI),AM 53 - BLACK EBONY @12X1KG,1.0,DUS,191400.0,15.0,162690.0,16122.432432,162690.0,AM,PCS,32.68,15
SI202302005353,2023-03-02 00:00:00,ABADI JAYA (KARAWACI),AM 53- YELLOW SUNFLOWER @12X1KG,1.0,DUS,191400.0,15.0,162690.0,16122.432432,162690.0,AM,PCS,32.68,15
SI202302005357,2023-03-02 00:00:00,WANDA PAINTS,SIKALASTIC 590 DECKSEAL GREY @4X4KG,5.0,DUS,1869240.0,45.0,5140410.0,509410.0,5140410.0,SIKA,DUS,49,45
SI202302005357,2023-03-02 00:00:00,WANDA PAINTS,SIKALASTIC 590 DECKSEAL GREY @1KG (FREE),5.0,PCS,0.0,0.0,0.0,0.0,0.0,0,0,0,0
SI202302005358,2023-03-02 00:00:00,SURYA MAKMUR BERSAMA,SIKACERAM 150 CA-TILEFIX @25KG,15.0,SAK,71000.0,10.0,958500.0,94986.486486,958500.0,SIKA,SAK,16.3,10
SI202302005359,2023-03-02 00:00:00,LARIS JAYA,CAIRAN SIKA TOP 107 (A) @5KG,25.0,GALON,563880.0,45.0,7753350.0,768350.0,7753350.0,SIKA,GALON,49,45
SI202302005360,2023-03-02 00:00:00,SELAMAT JAYA ,SIKA TOP 107+ @4X4KG ( GALON ),7.0,GALON,194805.0,45.0,749999.25,74324.25,749999.25,SIKA,GALON,49,45
SI202302005360,2023-03-02 00:00:00,SELAMAT JAYA ,SIKA TOP 107+ @4X4KG (FREE),1.0,GALON,0.0,0.0,0.0,0.0,0.0,0,0,0,0
SI202302005361,2023-03-02 00:00:00,SANGIANG MAKMUR,SIKA TOP 107+ @4X4KG ( GALON ),14.0,GALON,194805.0,45.0,1499998.5,148648.5,1499998.5,SIKA,GALON,49,45
SI202302005361,2023-03-02 00:00:00,SANGIANG MAKMUR,SIKA TOP 107+ @4X4KG (FREE),2.0,GALON,0.0,0.0,0.0,0.0,0.0,0,0,0,0
SI202302005361,2023-03-02 00:00:00,SANGIANG MAKMUR,SIKACERAM 150 CA-TILEFIX @25KG,20.0,SAK,71000.0,10.0,1278000.0,126648.648648,1278000.0,SIKA,SAK,16.3,10
SI202302005362,2023-03-02 00:00:00,MEGA AGUNG,SIKA GROUT 215 @25KG,10.0,SAK,188700.0,45.0,1037850.0,102850.0,1037850.0,SIKA,SAK,50,45
SI202302005362,2023-03-02 00:00:00,MEGA AGUNG,SIKACIM CONCRETE ADDITIVE @10X0.9L,3.0,DUS,562770.0,45.0,928570.5,92020.5,928570.5,SIKA,DUS,49,45
SI202302005362,2023-03-02 00:00:00,MEGA AGUNG,SIKACIM CONCRETE ADDITIVE @5L (FREE),3.0,CAN,0.0,0.0,0.0,0.0,0.0,0,0,0,0
SI202302005362,2023-03-02 00:00:00,MEGA AGUNG,SIKACIM BONDING ADHESIVE @10X0.9L,3.0,DUS,869130.0,45.0,1434064.5,142114.5,1434064.5,SIKA,DUS,49,45
SI202302005363,2023-03-02 00:00:00,MITRA JAYA,SIKALASTIC 590 DECKSEAL GREY @20KG,1.0,PAIL,2246640.0,45.0,1235652.0,122452.0,1235652.0,SIKA,PAIL,49,45
SI202302005363,2023-03-02 00:00:00,MITRA JAYA,SIKALASTIC 590 DECKSEAL GREY @1KG (FREE),1.0,PCS,0.0,0.0,0.0,0.0,0.0,0,0,0,0
SI202303005350,2023-03-02 00:00:00,ANEKA JURUMUDI,AM 54 - LIQUID GROUT ADDITIVE @12X330ML,2.0,DUS,331800.0,15.0,564060.0,55897.837837,564060.0,AM,PCS,32.68,15
SI202303005350,2023-03-02 00:00:00,ANEKA JURUMUDI,SIKA TOP 107+ @4X4KG ( GALON ),7.0,GALON,194805.0,45.0,749999.25,74324.25,749999.25,SIKA,GALON,49,45
SI202303005350,2023-03-02 00:00:00,ANEKA JURUMUDI,SIKA TOP 107+ @4X4KG (FREE),1.0,GALON,0.0,0.0,0.0,0.0,0.0,0,0,0,0
SI202303005350,2023-03-02 00:00:00,ANEKA JURUMUDI,AM 53 - CREAM LOTUS @12X1KG,1.0,DUS,191400.0,15.0,162690.0,16122.432432,162690.0,AM,PCS,32.68,15
SI202303005350,2023-03-02 00:00:00,ANEKA JURUMUDI,AM 53 - WHITE JASMINE @12X1KG,1.0,DUS,191400.0,15.0,162690.0,16122.432432,162690.0,AM,PCS,32.68,15
SI202303005350,2023-03-02 00:00:00,ANEKA JURUMUDI,AM 53 - GREY SOKA @12X1KG,1.0,DUS,191400.0,15.0,162690.0,16122.432432,162690.0,AM,PCS,32.68,15
SI202303005356,2023-03-02 00:00:00,TANGERANG JAYA ,SIKATOP SEAL 107 (A+B) @25KG,20.0,SET,606060.0,45.0,6666660.0,660660.0,6666660.0,SIKA,SET,50,45
SI202303005356,2023-03-02 00:00:00,TANGERANG JAYA ,SIKATOP SEAL 107 (A+B) @25KG (FREE),1.0,SET,0.0,0.0,0.0,0.0,0.0,0,0,0,0
SI202303005380,2023-03-02 00:00:00,PAL TUJUH,SIKATOP SEAL 107 (A+B) @25KG,20.0,SET,606060.0,45.0,6666660.0,660660.0,6666660.0,SIKA,SET,50,45
SI202303005380,2023-03-02 00:00:00,PAL TUJUH,SIKATOP SEAL 107 (A+B) @25KG (FREE),1.0,SET,0.0,0.0,0.0,0.0,0.0,0,0,0,0
SI202303005381,2023-03-02 00:00:00,BINTANG REZEKI,CAIRAN SIKA TOP 107 (A) @5KG,6.0,GALON,563880.0,45.0,1860804.0,184404.0,1860804.0,SIKA,GALON,49,45
SI202303005382,2023-03-02 00:00:00,BANGUN JAYA (DASANA),SIKATOP SEAL 107 (A+B) @25KG,2.0,SET,606060.0,45.0,666666.0,66066.0,666666.0,SIKA,SET,50,45
SI202303005382,2023-03-02 00:00:00,BANGUN JAYA (DASANA),SIKACIM CONCRETE ADDITIVE @10X0.9L,2.0,DUS,562770.0,45.0,619047.0,61347.0,619047.0,SIKA,DUS,49,45
SI202303005382,2023-03-02 00:00:00,BANGUN JAYA (DASANA),SIKACIM CONCRETE ADDITIVE @5L (FREE),2.0,CAN,0.0,0.0,0.0,0.0,0.0,0,0,0,0
SI202303005383,2023-03-02 00:00:00,SAHABAT KITA,SIKA TOP 107+ @4X4KG ( GALON ),14.0,GALON,194805.0,45.0,1499998.5,148648.5,1499998.5,SIKA,GALON,49,45
SI202303005383,2023-03-02 00:00:00,SAHABAT KITA,SIKA TOP 107+ @4X4KG (FREE),2.0,GALON,0.0,0.0,0.0,0.0,0.0,0,0,0,0
SI202303005384,2023-03-02 00:00:00,SWARA SUKMA ABADI,SIKATOP SEAL 107 (A+B) @25KG,20.0,SET,606060.0,47.5,6363630.0,630630.0,6363630.0,SIKA,SET,50,45
SI202303005384,2023-03-02 00:00:00,SWARA SUKMA ABADI,SIKACERAM 180 GA-TILEFIX @25KG,10.0,SAK,105000.0,16.3,878850.0,87093.243243,878850.0,SIKA,SAK,22.16,16.3
SI202303005386,2023-03-02 00:00:00,BINTANG MAS,SIKATOP SEAL 107 (A+B) @25KG,50.0,SET,606060.0,47.5,15909075.0,1576575.0,15909075.0,SIKA,SET,50,45
SI202303005386,2023-03-02 00:00:00,BINTANG MAS,CAIRAN SIKA TOP 107 (A) @5KG,10.0,GALON,563880.0,45.0,3101340.0,307340.0,3101340.0,SIKA,GALON,49,45
SI202303005397,2023-03-02 00:00:00,IMAM TROWEL FINIS ,CHAPDUR NATURAL @25KG,15.0,SAK,140970.0,37.5,1321593.75,130968.75,1321593.75,SIKA,SAK,45,40
SI202303005398,2023-03-03 00:00:00,SUMBER BANGUNAN (PUSPITEK),SIKACIM CONCRETE ADDITIVE @10X0.9L,5.0,DUS,562770.0,45.83,1524262.545,151053.045,1524262.545,SIKA,DUS,49,45
SI202303005398,2023-03-03 00:00:00,SUMBER BANGUNAN (PUSPITEK),SIKACIM CONCRETE ADDITIVE @5L (FREE),5.0,CAN,0.0,0.0,0.0,0.0,0.0,0,0,0,0
SI202303005398,2023-03-03 00:00:00,SUMBER BANGUNAN (PUSPITEK),SIKACIM BONDING ADHESIVE @10X0.9L,3.0,DUS,869130.0,45.83,1412423.163,139969.863,1412423.163,SIKA,DUS,49,45
SI202303005403,2023-03-03 00:00:00,ASIA MAS,SIKA GROUT 215 @25KG,40.0,SAK,188700.0,45.83,4088751.6,405191.6,4088751.6,SIKA,SAK,50,45
SI202303005410,2023-03-03 00:00:00,BANGUNAN BARU,SIKACERAM 150 CA-TILEFIX @25KG,20.0,SAK,71000.0,10.9,1265220.0,125382.162162,1265220.0,SIKA,SAK,16.3,10
SI202303005410,2023-03-03 00:00:00,BANGUNAN BARU,SIKACIM CONCRETE ADDITIVE @5L,5.0,CAN,173160.0,45.55,471428.1,46718.1,471428.1,SIKA,CAN,49,45
SI202303005410,2023-03-03 00:00:00,BANGUNAN BARU,SIKA TILE GROUT IVORY @25X1KG,1.0,DUS,442900.0,45.55,241159.05,23898.644594,241159.05,SIKA,DUS,49,45
SI202303005410,2023-03-03 00:00:00,BANGUNAN BARU,SIKA TILE GROUT BLUE @25X1KG,1.0,DUS,442900.0,45.55,241159.05,23898.644594,241159.05,SIKA,DUS,49,45
SI202303005413,2023-03-03 00:00:00,CIKANDE INDOBAJA MANDIRI,SIKA GROUT 215 @25KG,30.0,SAK,188700.0,45.0,3113550.0,308550.0,3113550.0,SIKA,SAK,50,45
SI202303005413,2023-03-03 00:00:00,CIKANDE INDOBAJA MANDIRI,SIKATOP SEAL 107 (A+B) @25KG,5.0,SET,606060.0,45.0,1666665.0,165165.0,1666665.0,SIKA,SET,50,45
SI202303005415,2023-03-03 00:00:00,ANEKA JURAGAN MATERIAL,SIKALASTIC 590 DECKSEAL GREY @1KG (FREE),5.0,PCS,0.0,0.0,0.0,0.0,0.0,0,0,0,0
SI202303005417,2023-03-03 00:00:00,SUMBER JAYA BARU ,SIKAFLEX - 11 FC GREY @20X310ML,1.0,DUS,3031420.0,45.0,1667281.0,165226.045045,1667281.0,SIKA,DUS,49,45
SI202303005378,2023-03-04 00:00:00,ANDREW,SIKATOP SEAL 107 (A+B) @25KG,3.0,SET,606060.0,45.0,999999.0,99099.0,999999.0,SIKA,SET,50,45
SI202303005441,2023-03-06 00:00:00,FEDERAL FOOD INTERNUSA,SIKA GROUT 215 @25KG,50.0,SAK,108000.0,0.0,5400000.0,535135.135135,5400000.0,SIKA,SAK,50,45
SI202303005441,2023-03-06 00:00:00,FEDERAL FOOD INTERNUSA,FOSROC NITOFLOR HARDTOP SUPERGREEN 25KG,95.0,SAK,190000.0,0.0,18050000.0,1788738.738738,18050000.0,FOSROC,SAK,50,-
SI202303005477,2023-03-08 00:00:00,SWARA SUKMA ABADI,AM 53 - BLACK EBONY @12X1KG,5.0,DUS,191400.0,19.25,772777.5,76581.554054,772777.5,AM,PCS,32.68,15
SI202303005477,2023-03-08 00:00:00,SWARA SUKMA ABADI,AM 53 - WHITE JASMINE @12X1KG,5.0,DUS,191400.0,19.25,772777.5,76581.554054,772777.5,AM,PCS,32.68,15
SI202303005517,2023-03-09 00:00:00,MULTI SARANA PUTRA,AM 80 PLESTER 40KG,200.0,SAK,95450.0,43.0,10881300.0,1078327.027027,10881300.0,AM,SAK,-,-
SI202303005498,2023-03-10 00:00:00,BAJA UTAMA NUSANTARA,SIKACIM CONCRETE ADDITIVE @10X0.9L,2.0,DUS,562770.0,45.0,619047.0,61347.0,619047.0,SIKA,DUS,49,45
SI202303005498,2023-03-10 00:00:00,BAJA UTAMA NUSANTARA,SIKACIM CONCRETE ADDITIVE @5L (FREE),2.0,CAN,0.0,0.0,0.0,0.0,0.0,0,0,0,0
SI202303005498,2023-03-10 00:00:00,BAJA UTAMA NUSANTARA,SIKACIM ACCELERATOR @10X900ML,1.0,DUS,558330.0,45.0,307081.5,30431.5,307081.5,SIKA,DUS,49,45
SI202303005498,2023-03-10 00:00:00,BAJA UTAMA NUSANTARA,SIKA TILE GROUT WHITE @25X1KG,1.0,DUS,442900.0,45.0,243595.0,24140.045045,243595.0,SIKA,DUS,49,45
SI202303005511,2023-03-11 00:00:00,VINDO JAYA,SIKATOP SEAL 107 (A+B) @25KG,20.0,SET,606060.0,45.0,6666660.0,660660.0,6666660.0,SIKA,SET,50,45
SI202303005511,2023-03-11 00:00:00,VINDO JAYA,SIKATOP SEAL 107 (A+B) @25KG (FREE),1.0,SET,0.0,0.0,0.0,0.0,0.0,0,0,0,0
SI202303005511,2023-03-11 00:00:00,VINDO JAYA,SIKA GROUT 215 @25KG,5.0,SAK,188700.0,45.0,518925.0,51425.0,518925.0,SIKA,SAK,50,45
SI202303005520,2023-03-13 00:00:00,GUNA IMAN SEDAMA ,AM 53 - GREY SOKA @12X1KG,4.0,DUS,191400.0,19.25,618222.0,61265.243243,618222.0,AM,PCS,32.68,15
SI202303005520,2023-03-13 00:00:00,GUNA IMAN SEDAMA ,AM 51 - 114 S GRANITE @12X1KG,3.0,DUS,395400.0,19.25,957856.5,94922.716216,957856.5,AM,PCS,32.68,15
SI202303005535,2023-03-13 00:00:00,IMAM TROWEL FINIS ,CHAPDUR NATURAL @25KG,18.0,SAK,140970.0,37.5,1585912.5,157162.5,1585912.5,SIKA,SAK,45,40
SI202303005545,2023-03-14 00:00:00,ANDREW,CAIRAN SIKA TOP 107 (A) @5KG,3.0,GALON,563880.0,45.0,930402.0,92202.0,930402.0,SIKA,GALON,49,45
SI202303005547,2023-03-14 00:00:00,SUMBER JAYA BARU ,SIKA TILE GROUT WHITE @25X1KG,2.0,DUS,442900.0,45.0,487190.0,48280.09009,487190.0,SIKA,DUS,49,45
SI202303005558,2023-03-15 00:00:00,JAYA AGUNG SUKSES PERKASA,SIKABOOM AP @750MLX12 TUBE,1.0,DUS,2678436.0,45.0,1473139.8,145986.827027,1473139.8,SIKA,DUS,49,45
SI202303005560,2023-03-15 00:00:00,IDA MANIK ,APKO VALUE 3202 WHITE 25KG,1.0,PAIL,550000.0,0.0,550000.0,54504.504504,550000.0,Asian Paints,PAIL,30,7.5
